videoID,timeadjusted,originalsamples,adjustedsamples,start_time_analysiswindow,end_time_analysiswindow,perc_twopersonsdetected,average_com_movementp1,average_com_movementp2,smoothness_distancecom,SPARC_smoothness_distancecom,smoothness_distancecentroid,smoothness_xy_average_com_p1,smoothness_xy_average_com_p2,smoothness_xy_average_centroid_p1,smoothness_xy_average_centroid_p2,smoothness_p1_proximity,smoothness_p2_proximity
point_4_2_kam_5_chair,TRUE - Adjusted to start at + 18.0With a window length of: 100 seconds,17113,5001,18.0,118.0,0.7979313971834278,22.250982258037446,39.96922825656298,42.19675292815753,-1313.1370062539718,45.98847499648529,45.70282658254419,42.280445824928435,46.27303740392031,47.916202195823686,44.9596719194623,42.26206508872664
point_4_3_kam_5_chair,TRUE - Adjusted to start at + 22.0With a window length of: 100 seconds,27922,5001,22.0,122.0,0.9635771076570446,13.882601871452152,35.751306458176444,41.35524361230286,-1264.2505213392835,46.02304609877615,47.02701222670138,42.19743250492172,46.144410777835596,47.67286333919655,41.03981219258414,44.782026621240476
point_4_4_kam_5_chair,TRUE - Adjusted to start at + 24.0With a window length of: 100 seconds,28840,5001,24.0,124.0,0.9659500693481275,16.768837627753385,41.61899131353214,42.34165257067019,-1229.9098107511809,40.556661264327744,44.51882333624051,42.25902556989651,40.87217086061689,45.299086172170576,44.07801414614579,42.73439665666343
point_4_5_kam_5_chair,TRUE - Adjusted to start at + 18.0With a window length of: 100 seconds,24470,5001,18.0,118.0,0.9598283612586841,20.02046521499171,37.44314445042331,42.930369157152334,-1181.6535976894586,42.13978928221777,43.15070342027568,43.44538687449676,42.03129645482001,43.7624332365904,43.603797539393526,44.20404325169576
point_4_6_kam_5_chair,TRUE - Adjusted to start at + 19.3With a window length of: 100 seconds,27956,5001,19.3,119.3,0.9627629131492345,23.142640707349084,55.02863588460868,40.98045382885828,-1348.9626408241245,40.36753494899554,40.51266377268564,42.49483089462545,39.80506587600603,45.442665788799104,41.584678491221425,43.074997146774024
point_4_7_kam_5_chair,TRUE - Adjusted to start at + 15.0With a window length of: 100 seconds,31617,5001,15.0,115.0,0.9349716924439384,23.406578581501684,40.2023612040789,40.84473917347647,-1277.2681767252202,48.286405863068275,41.627094133151004,40.67597643635006,44.59662751847,44.15304192350946,40.147754321598875,45.18262048830367
point_5_1_kam_5_chair,TRUE - Adjusted to start at + 33.0With a window length of: 100 seconds,23148,5001,33.0,133.0,0.8885864869535165,27.07684005886304,42.80193240341126,45.95728062282076,-1244.6799950005895,50.818097185307515,43.78679862435257,46.06529336134512,40.80912890659009,41.79099499689433,41.65790278930239,43.77844651592654
point_5_2_kam_5_chair,TRUE - Adjusted to start at + 11.0With a window length of: 100 seconds,27842,5001,11.0,111.0,0.9251131384239638,25.84512526466812,59.5511599077705,51.40192198054665,-1479.0874239656011,47.69097021492557,41.748538540177094,45.21063902753298,40.476784612401524,43.25796818310591,46.42974926026735,43.96986106218425
point_5_3_kam_5_chair,TRUE - Adjusted to start at + 23.58With a window length of: 100 seconds,23600,5001,23.58,123.58,0.8012288135593221,26.695057993260868,54.01941159945683,43.43503811561636,-1319.647504130722,47.88501107943522,44.0465283696274,42.725541887570735,45.41266270619947,44.17551850327405,44.696596195380096,43.375057556668054
point_5_4_kam_5_chair,TRUE - Adjusted to start at + 67.0With a window length of: 100 seconds,32744,5001,67.0,167.0,0.8162411434155876,21.50144598416974,32.52751563286955,40.61159904713042,-1355.789834479451,42.24545512874625,42.09326159348978,42.373834997862815,45.37229277693882,41.92982810495678,40.67783100330638,40.86658679293935
point_5_5_kam_5_chair,TRUE - Adjusted to start at + 29.0With a window length of: 100 seconds,18885,5001,29.0,129.0,0.8851469420174742,26.016733484745238,42.33419340807302,42.11378981912044,-1132.2750558148891,40.4307789466427,41.06234994013252,44.29331819394727,41.8760492726195,42.1488473503065,41.60558693606287,42.1438618824409
point_5_6_kam_5_chair,TRUE - Adjusted to start at + 61.0With a window length of: 100 seconds,8291,5001,61.0,161.0,0.7917018453745025,42.80279218220599,58.35177081552644,42.01854567576983,-1137.5672330269729,41.608621311523315,42.72111332890219,42.73068237027306,47.28102289957333,43.816312988568654,44.408352406963104,41.653474286207526
point_5_7_kam_5_chair,TRUE - Adjusted to start at + 23.5With a window length of: 100 seconds,21549,5001,23.5,123.5,0.9273748201772704,28.833048630594117,52.28467451521717,50.95694211243596,-1368.012763340961,42.45016677872114,44.51564067080575,43.79750951133246,43.865978393589145,43.91322736779473,44.82796348288437,43.68074793586789
point_6_1_kam_5_chair,TRUE - Adjusted to start at + 96.2With a window length of: 100 seconds,20196,5001,96.2,196.2,0.9458803723509606,31.720771996009343,56.8874732864642,42.013274457867006,-1281.2969417246757,40.3121996099813,42.216207839900065,46.62273570193808,43.166980181624055,42.24477871793846,40.542652827333754,46.63697441851676
point_6_2_kam_5_chair,TRUE - Adjusted to start at + 70.0With a window length of: 100 seconds,33254,5001,70.0,170.0,0.8901184819871294,21.37075670195848,51.89230673389115,40.67334676552613,-1230.6092315354954,43.40779543460156,42.62045990692125,40.47711424076362,42.74270680879644,44.42795092173712,44.50235832508954,40.438753799434934
point_6_3_kam_5_chair,TRUE - Adjusted to start at + 11.12With a window length of: 100 seconds,29511,5001,11.12,111.12,0.927213581376436,23.28671132756556,56.464220194045595,42.76717567900161,-1358.943807498497,41.60890254470807,44.38754557605474,44.012849808355355,41.03633731379262,45.571874891857654,49.895372721995685,46.388411590614915
point_6_4_kam_5_chair,TRUE - Adjusted to start at + 37.0With a window length of: 100 seconds,37775,5001,37.0,137.0,0.95542025148908,20.31360693937396,42.773953640024246,40.9348134628712,-1340.7267642563509,41.31472330097913,46.70427072327428,40.7291838893363,43.351143343618226,40.92684164467565,45.78783873325466,40.782191562160186
point_6_5_kam_5_chair,TRUE - Adjusted to start at + 9.0With a window length of: 100 seconds,29067,5001,9.0,109.0,0.9347369869611587,19.354571579589866,43.79649768409803,40.45074478967949,-1138.1446625876683,39.72937829380702,41.83674319185974,41.03153159399376,40.98744404604959,42.820423287586074,42.90928733447745,41.128554643051864
point_6_6_kam_5_chair,TRUE - Adjusted to start at + 14.5With a window length of: 100 seconds,25500,5001,14.5,114.5,0.962078431372549,17.375239271482123,45.18498168871288,42.91958724108017,-1183.134105005145,40.15409448331295,42.012790137866304,42.270305168193524,42.31552766930764,40.72824550649247,43.00137708218308,42.6312838696252
point_6_7_kam_5_chair,TRUE - Adjusted to start at + 8.0With a window length of: 100 seconds,21218,5001,8.0,108.0,0.847110943538505,17.781281838418508,44.92068106694987,42.019416508037324,-1085.2265551642906,40.05322457716592,43.66657702297199,43.221537292249195,39.42641619589308,44.73349624736959,44.42591303492918,43.36857909181641
point_7_1_kam_5_chair,TRUE - Adjusted to start at + 114.4With a window length of: 100 seconds,28788,5001,114.4,214.4,0.7635473113797415,24.66977912698918,36.26804267605562,48.96465760737313,-997.6356549183527,41.8897808938159,43.45599115476071,43.79361061096885,43.460701706755984,42.97855300603658,43.014676647426796,45.45025212459335
point_7_2_kam_5_chair,TRUE - Adjusted to start at + 13.0With a window length of: 100 seconds,23784,5001,13.0,113.0,0.9290699630003364,21.42316006263229,40.64195203054789,41.40529632962068,-1413.2877073752707,39.99091223302734,42.24846896076153,42.71866004738794,41.24824643071615,41.89323266468318,41.4669048795427,42.20392639688021
point_7_3_kam_5_chair,TRUE - Adjusted to start at + 17.4With a window length of: 100 seconds,26700,5001,17.4,117.4,0.9883520599250937,10.780970989400286,24.021370089141307,41.69647815396847,-1141.331681714246,41.202425423747044,40.86230841195011,42.786985360330405,42.306641311850285,41.050593825211436,40.91544092362766,41.877736916744084
point_7_4_kam_5_chair,TRUE - Adjusted to start at + 14.54With a window length of: 100 seconds,35988,5000,14.54,114.53999999999999,0.8754306991219295,19.302397003662048,39.005486144947554,39.5816647341915,-1303.4804933180683,38.48656414319656,40.876650171812464,40.59706991610324,39.98954498881196,39.58544182448949,40.99548854484633,39.69678942962912
point_7_5_kam_5_chair,TRUE - Adjusted to start at + 5.56With a window length of: 100 seconds,27341,5001,5.56,105.56,0.9504041549321531,20.506758712295145,40.50679854515597,41.923000001144636,-1219.2353547880687,43.50969985103665,41.76451407070813,43.30776295971639,40.02777910720904,44.07740450481391,40.07318122623472,43.964247619895744
point_7_6_kam_5_chair,TRUE - Adjusted to start at + 19.2With a window length of: 100 seconds,31950,5001,19.2,119.2,0.9224100156494522,17.389478773578215,32.21156845982948,42.974557843140026,-1252.4469720189475,41.469377957373574,41.58209264846204,43.895018977732065,45.175336830771535,41.33413387237751,42.719796933096596,51.0259973487325
point_7_7_kam_5_chair,TRUE - Adjusted to start at + 13.5With a window length of: 100 seconds,31696,5001,13.5,113.5,0.9133960121150934,21.614547155427328,41.60015104030169,46.13431749371444,-1586.3550484739858,40.82089856784396,42.97002789778783,43.151110372027894,41.69960255638488,42.97819401836742,47.793770835404345,41.92084565947716
point_8_2_kam_5_chair,TRUE - Adjusted to start at + 97.1With a window length of: 100 seconds,33878,5001,97.1,197.1,0.9433260523053308,18.363751135257683,46.6845673457709,41.85739062867267,-1102.6218272223132,41.702959293776715,41.40916519191648,41.02622935916261,44.279623524324506,44.31578172639611,41.67207627296345,41.18631667360558
point_8_3_kam_5_chair,TRUE - Adjusted to start at + 12.0With a window length of: 100 seconds,29661,5001,12.0,112.0,0.9261319577896902,19.760704073005808,41.743689119359395,38.902356690966755,-1386.77823843872,38.45048529414513,43.2624904807729,39.89749782456094,43.4285819181336,38.68649360728378,41.79264145564774,40.89931202352677
point_8_4_kam_5_chair,TRUE - Adjusted to start at + 32.56With a window length of: 100 seconds,25750,5001,32.56,132.56,0.6999611650485437,21.77271956870986,38.693126655072874,44.676421622552816,-1249.2504416026518,40.11262817734068,45.2473449078535,42.803953421400195,41.63368150102931,41.02021305927262,44.9886769845143,43.550446019372224
point_8_5_kam_5_chair,TRUE - Adjusted to start at + 64.2With a window length of: 100 seconds,29623,5001,64.2,164.2,0.9222563548593998,17.494215299853742,40.96333876166498,40.563059801468334,-1516.5024598040031,39.975034840635495,39.81814694855048,43.012551035268515,38.67476815902501,41.86286174026233,41.334297096211465,41.01528096714189
point_8_6_kam_5_chair,TRUE - Adjusted to start at + 14.2With a window length of: 100 seconds,31500,5001,14.2,114.2,0.8751746031746032,19.126349688898333,40.326041650173806,40.13051413546224,-1500.4676442089806,40.29576808286569,42.806106085077914,41.679562217724154,42.98517497640912,41.00046614817264,41.69065354574571,40.25658901071091
point_8_7_kam_5_chair,TRUE - Adjusted to start at + 26.0With a window length of: 100 seconds,43059,5001,26.0,126.0,0.7586799507652291,24.470521044183187,41.51570050338949,40.334878674746044,-1399.5227688383022,40.43967762045694,40.0983435951247,41.48592652699423,42.24922839093895,43.388843161605664,42.34548804741159,40.49379791511126
sample,"FALSE - Not adjusted to start time as no start time was given for this video, window length is still set to: 100 seconds",520,520,0,100,0.9096153846153846,37.1342700074099,94.0083622966679,29.573556647677336,-117.98480874379736,27.842814946001855,31.85357225565928,30.6609595615576,34.59456162758094,27.67842979675817,31.87657485867455,29.983298418312287
